Namespace,Class Name,Command Name,ignored,portal.acceptance,portal.fixpack.release,portal.release,portal.smoke,portal.upstream,testray.component.names,testray.main.component.name
LocalFile,WebContent,CannotRepublishExpiredWebContent,,,,true,,true,Web Content Administration,Web Content Administration
LocalFile,WebContent,CompareWebContentVersionsHistory,,,,true,,true,Web Content Administration,Web Content Administration
LocalFile,WebContent,DeleteWebContent,,true,,true,,true,Web Content Administration,Web Content Administration
LocalFile,WebContent,DeleteWebContentTitleEscapeCharacter,,,,true,,true,"Web Content Administration,XSS",Web Content Administration
LocalFile,WebContent,EditBasicWebContentStructureAndTemplate,,,,true,,true,Web Content Administration,Web Content Administration
LocalFile,WebContent,EditWebContent,,true,,true,,true,"Web Content Administration,WYSIWYG",Web Content Administration
LocalFile,WebContent,EditWebContentViaArticleTitle,,true,,true,,true,Web Content Administration,Web Content Administration
LocalFile,WebContent,EditWebContentWithUploadedFeaturedImage,,,,true,,true,Web Content Administration,Web Content Administration
LocalFile,WebContent,ExpireEditWebContent,,,,true,,true,Web Content Administration,Web Content Administration
LocalFile,WebContent,ExpireLastestVersion,,,,true,,true,,Web Content Administration
LocalFile,WebContent,ExpireMultipleWebContent,,,,true,,true,Web Content Administration,Web Content Administration
LocalFile,WebContent,ExpireWebContent,,,,true,,true,Web Content Administration,Web Content Administration
LocalFile,WebContent,MoveMultipleWebContentToFolder,,,,true,,true,Web Content Administration,Web Content Administration
LocalFile,WebContent,MoveWebContentToFolder,,,,true,,true,Web Content Administration,Web Content Administration
LocalFile,WebContent,MoveWebContentToFolderTraining,,true,,true,,true,Training,Web Content Administration
LocalFile,WebContent,PreviewDraftWebContentInWCD,,true,,true,,true,,Web Content Administration
LocalFile,WebContent,PreviewPendingWebContentInWCD,,true,,true,,true,,Web Content Administration
LocalFile,WebContent,PreviewScheduledWebContentInWCD,,true,,true,,true,,Web Content Administration
LocalFile,WebContent,PublishDraftWebContent,,,,true,,true,Web Content Administration,Web Content Administration
LocalFile,WebContent,SearchWebContent,,true,,true,,true,Web Content Administration,Web Content Administration
LocalFile,WebContent,UserEditWebContent,,,,true,,true,"Permissions,Roles,Users and Organizations,Web Content Administration",Web Content Administration
LocalFile,WebContent,ViewContentNotLostWithBlankTitle,,,,true,,true,Web Content Administration,Web Content Administration
LocalFile,WebContent,ViewDisplayStyleCP,,,,true,,true,Web Content Administration,Web Content Administration
LocalFile,WebContent,ViewMultipleCategoriesViaWebContent,,,,true,,true,"Categories,Web Content Administration",Web Content Administration
LocalFile,WebContent,ViewMultipleVocabulariesViaAddWebContent,,,,true,,true,"Categories,Web Content Administration",Web Content Administration
LocalFile,WebContent,ViewWebContentArticleUsages,,true,,true,,true,,Web Content Administration
LocalFile,WebContent,WebContentAdministrationPaginatingRelatedAssets,,,,true,,true,"Related Assets,Web Content Administration",Web Content Administration
LocalFile,CPRolesPGPage,RemoveNoGuestInlineView,,true,,true,,true,Roles,Site Pages Administration
LocalFile,LocalizationWithSitePages,AddPageAndChildPageTranslations,,,,true,,true,"Localization,Site Administration,Site Localization,Site Pages Administration",Site Pages Administration
LocalFile,ContentPagesWithSelectionPanel,CanOrderElementInfoOfFragmentWithDropZoneInSelectionPanel,,,,true,,true,,Content Pages
LocalFile,ContentPagesWithSelectionPanel,CanOrderElementInfoOfFragmentWithEditableFieldInSelectionPanel,,,,true,,true,,Content Pages
LocalFile,ContentPagesWithSelectionPanel,ChangeOrderOfElementsViaSelectionPanel,,true,,true,,true,,Content Pages
LocalFile,ContentPagesWithSelectionPanel,MoveElementsIntoLayoutElementsViaSelectionPanel,,true,,true,,true,,Content Pages
LocalFile,ContentPagesWithSelectionPanel,MoveFragmentsIntoCollectionDisplayViaSelectionPanel,,true,,true,,true,,Content Pages
LocalFile,ContentPagesWithSelectionPanel,ViewBackgroundColorOfNodesInSelectionPanel,,,,true,,true,,Content Pages
LocalFile,ContentPagesWithSelectionPanel,ViewElementInfoOrderOfSliderInSelectionPanel,,true,,true,,true,,Content Pages
LocalFile,ContentPagesWithSelectionPanel,ViewElementInfoOrderOfTabsInSelectionPanel,,true,,true,,true,,Content Pages
LocalFile,ContentPageConverterWithStaging,ViewContentPageInLiveAfterConvertingWidgetPageWithPublish,,,,true,,true,,Site Pages Administration
LocalFile,ContentPageConverterWithStaging,ViewWidgetPageInLiveAfterConvertingWidgetPageWithoutPublish,,,,true,,true,,Site Pages Administration
LocalFile,ContentPagesWithWorkflow,GuestCannotViewModificationUntilApprove,,,,true,,true,,Site Pages Administration
LocalFile,ContentPagesWithWorkflow,PageAuthorCanEditAfterRejectOrApprove,,,,true,,true,,Site Pages Administration
LocalFile,ContentPagesWithWorkflow,PageAuthorCanPreviewModificationButCannotEditAfterSubmit,,true,,true,,true,,Site Pages Administration
LocalFile,ContentPagesWithWorkflow,ReviewerCanPreviewModificationAndEditAfterSubmit,,true,,true,,true,,Site Pages Administration
LocalFile,PagesAdminWithStaging,CanMoveMultiplePagesInStagingSiteButCannotInLiveSite,,,,true,,true,,Site Pages Administration
LocalFile,PagesAdminWithStaging,ViewCollectionItemInformationInStaging,,,,true,,true,,Site Pages Administration
LocalFile,ContentPageTemplatesWithContributedFragments,AddRowWithoutSection,,,,true,,true,,Layout Page Templates
LocalFile,PagesFinderWithStaging,AddCollectionPageViaPageFinder,,,,true,,true,,Site Pages Administration
LocalFile,PagesFinderWithStaging,CanReorganizePagesViaPageFinderInStagingSiteNotInLiveSite,,,,true,,true,,Site Pages Administration
LocalFile,ContentPagesWithPermissions,CannotEditAssetWithoutAssetUpdatePermission,,,,true,,true,,Content Pages
LocalFile,ContentPagesWithPermissions,EditBlogsEntryWithBlogEntryUpdatePermission,,,,true,,true,,Content Pages
LocalFile,ContentPagesWithPermissions,EditContentWithUpdateWebContentAndUpdatePageContentPermissions,,true,,true,,true,,Content Pages
LocalFile,ContentPagesWithPermissions,EditContentWithWebContentArticleUpdatePermission,,true,,true,,true,,Content Pages
LocalFile,ContentPagesWithPermissions,EditInlineContentWithUpdatePageContentPermission,,true,,true,,true,,Content Pages
LocalFile,ContentPagesWithPermissions,MapInlineContentWithUpdatePageContentPermission,,true,,true,,true,,Content Pages
LocalFile,ContentPagesWithPermissions,ViewContentViaContentPanelWithWebContentArticleUpdatePermission,,,,true,,true,,Content Pages
LocalFile,ContentPagesWithStagingPageVersioning,ChangeSitePagesVariationInViewMode,,true,,true,,true,,Content Pages
LocalFile,ContentPagesWithStagingPageVersioning,ManageSitePagesVariationInViewMode,,true,,true,,true,,Content Pages
LocalFile,ContentPagesWithStagingPageVersioning,PublishContentPage,,true,,true,,true,,Content Pages
LocalFile,ContentPagesWithStagingPageVersioning,SitePagesVariationOnlyShownInViewMode,,,,true,,true,,Content Pages
LocalFile,ContentPageTemplatesWithStaging,AssertPageTemplatesAreOnlyEditableInStagingView,,true,,true,,true,,Layout Page Templates
LocalFile,CollectionCategoryFilter,FilterResultsOfCollectionPageBasedOnManualCollectionByContainsAllCategories,,,,true,,true,,Fragments
LocalFile,CollectionCategoryFilter,FilterResultsOfCollectionPageBasedOnManualCollectionByContainsAnyCategories,,true,,true,,true,,Fragments
LocalFile,CollectionCategoryFilter,FilterResultsOfCollectionPageBasedOnManualCollectionBySingleCategory,,true,,true,,true,,Fragments
LocalFile,CollectionCategoryFilter,FilterResultsOfCollectionPageBasedOnManualCollectionBySubcategoryFromGlobalSite,,,,true,,true,,Fragments
LocalFile,ContentPageTemplatesWithWidgets,ConfigurePermissionsOfAP,,true,,true,,true,,Layout Page Templates
LocalFile,PagesFinder,AddChildPageViaPageFinder,,true,,true,,true,,Site Pages Administration
LocalFile,PagesFinder,AddCollectionPageViaPageFinder,,true,,true,,true,,Site Pages Administration
LocalFile,PagesFinder,AddCollectionViaAddingCollectionPage,,true,,true,,true,,Site Pages Administration
LocalFile,PagesFinder,AddPagesOfDifferentTypesViaPageFinder,,,,true,,true,,Site Pages Administration
LocalFile,PagesFinder,AddPageViaPageFinder,,true,,true,,true,,Site Pages Administration
LocalFile,PagesFinder,ConfigurePageViaPageFinder,,,,true,,true,,Site Pages Administration
LocalFile,PagesFinder,NavigateToBothPageTypesViaPageFinder,,true,,true,,true,,Site Pages Administration
LocalFile,PagesFinder,NavigateToDifferentPageViaPageFinder,,,,true,,true,,Site Pages Administration
LocalFile,PagesFinder,ReorganizePagesViaPageFinder,,,,true,,true,,Site Pages Administration
LocalFile,PagesFinder,SearchAllPageTypes,,true,,true,,true,,Site Pages Administration
LocalFile,PagesFinder,SearchPageAndViewViaSidebar,,,,true,,true,,Site Pages Administration
LocalFile,ContentPageTemplates,ChangeEditableImage,,true,,true,,true,Training,Layout Page Templates
LocalFile,ContentPageTemplates,ChangeEditableText,,true,,true,,true,,Layout Page Templates
LocalFile,ContentPageTemplates,ConfigureBasicComponentHeading,,true,,true,,true,,Layout Page Templates
LocalFile,ContentPageTemplates,DeleteCollection,,true,,true,,true,,Layout Page Templates
LocalFile,ContentPageTemplates,DeletePageTemplate,,true,,true,,true,,Layout Page Templates
LocalFile,ContentPageTemplates,RenameCollection,,,,true,,true,,Layout Page Templates
LocalFile,ContentPageTemplates,RenamePageTemplate,,,,true,,true,,Layout Page Templates
LocalFile,ContentPageTemplates,ViewDraftFragmentDoesNotDisplayInSidebar,,,,true,,true,,Layout Page Templates
LocalFile,ContentPagesWithStaging,AddAllThreeContentFragmentsInCollectionDisplayOneCellWithLocalLiveStaging,,,,true,,true,,Content Pages
LocalFile,ContentPagesWithStaging,AddCollectionPageInLocalLiveStaging,,,,true,,true,,Content Pages
LocalFile,ContentPagesWithStaging,DeactivateStagingAfterPublish,,,,true,,true,,Content Pages
LocalFile,ContentPagesWithStaging,EditWebContentViaContentsPanel,,,,true,,true,,Content Pages
LocalFile,ContentPagesWithStaging,MapWebContentImageToBackgroundImageOfBannerCenter,,,,true,,true,,Content Pages
LocalFile,ContentPagesWithStaging,PublishContentPage,,true,,true,,true,,Content Pages
LocalFile,ContentPagesWithStaging,PublishEditedContentPage,,true,,true,,true,,Content Pages
LocalFile,ContentPagesWithStaging,RestoreSavedInteractionsViaUndoHistoryInStagingSite,,,,true,,true,,Content Pages
LocalFile,ContentPagesWithStaging,UndoDeletedFragmentInStagingSite,,,,true,,true,,Content Pages
LocalFile,ContentPagesWithStaging,ViewWCViaContentDisplayInCollectionDisplayWithLocalLiveStaging,,,,true,,true,,Content Pages
LocalFile,DisplayPages,AddBlankDisplayPage,,,,true,,true,,Display Pages
LocalFile,DisplayPages,AddDisplayPage,,true,,true,,true,,Display Pages
LocalFile,DisplayPages,AssertAssetTypeOnlySelectableOnce,,,,true,,true,,Display Pages
LocalFile,DisplayPages,AssertDisplayPageEditorFunctionality,,true,,true,,true,,Display Pages
LocalFile,DisplayPages,ConfigureDraftStatusDisplayPage,,true,,true,,true,,Display Pages
LocalFile,DisplayPages,DeleteDisplayPage,,true,,true,,true,,Display Pages
LocalFile,DisplayPages,EditDisplayPage,,true,,true,,true,,Display Pages
LocalFile,DisplayPages,ViewCannotDeleteActiveDisplayPage,,,,true,,true,,Display Pages
LocalFile,ContentPageTemplatesWithFragmentConfiguration,AddCheckboxConfigurationFragmentToContentPageTemplate,,true,,true,,true,,Fragments
LocalFile,ContentPageTemplatesWithFragmentConfiguration,AddItemSelectorConfigurationFragmentToContentPageTemplate,,,,true,,true,,Fragments
LocalFile,ContentPageTemplatesWithFragmentConfiguration,AddSelectConfigurationFragmentToContentPageTemplate,,true,,true,,true,,Fragments
LocalFile,ContentPageTemplatesWithFragmentConfiguration,AddTextConfigurationFragmentToContentPageTemplate,,true,,true,,true,,Fragments
LocalFile,DisplayPageTemplatesWithFragmentConfiguration,AddCheckboxConfigurationFragmentToDisplayPageTemplate,,true,,true,,true,Theme,Fragments
LocalFile,DisplayPageTemplatesWithFragmentConfiguration,AddItemSelectorConfigurationFragmentToDisplayPageTemplate,,,,true,,true,Theme,Fragments
LocalFile,DisplayPageTemplatesWithFragmentConfiguration,AddSelectConfigurationFragmentToDisplayPageTemplate,,true,,true,,true,Theme,Fragments
LocalFile,DisplayPageTemplatesWithFragmentConfiguration,AddTextConfigurationFragmentToDisplayPageTemplate,,true,,true,,true,Theme,Fragments
LocalFile,DisplayPageTemplatesWithWidgets,ConfigurePermissionsOfAP,,true,,true,,true,,Display Pages
LocalFile,DisplayPageTemplatesExportImport,ExportImportDisplayPageTemplateBasedOnCustomMaster,,,,true,,true,,Layout Page Templates
LocalFile,DisplayPageTemplatesExportImport,ExportImportDisplayPageTemplateWithCollectionDisplayContainingMappingContent,,,,true,,true,,Layout Page Templates
LocalFile,DisplayPagesWithRemoteStaging,PublishDisplayPageMapWebContentWithAssetPublisher,,,,true,,true,,Display Pages
LocalFile,DisplayPagesWithStaging,AssertDisplayPagesAreOnlyEditableInStagingView,,true,,true,,true,,Display Pages
LocalFile,DisplayPagesWithStaging,ExportImportDisplayPageTemplateInStagingSite,,,,true,,true,,Display Pages
LocalFile,DisplayPagesWithStaging,PublishDisplayPageWithFragment,,true,,true,,true,,Display Pages
LocalFile,DisplayPageTemplatesWithViewUsage,ViewAssetsOrderInViewUsagesOfDisplayPageTemplate,,true,,true,,true,,Display Pages
LocalFile,DisplayPageTemplatesWithViewUsage,ViewUsageOfDisplayPageTemplate,,true,,true,,true,,Display Pages
LocalFile,DisplayPageTemplatesWithContributedFragments,AddRowWithoutSection,,,,true,,true,,Display Pages
LocalFile,DisplayPageTemplatesWithContributedFragments,DisplayRelatedAssetsInCollectionDisplay,,true,,true,,true,,Display Pages
LocalFile,ContentPages,AddContentPage,,true,,true,,true,Training,Content Pages
LocalFile,ContentPages,AddContentPageFromPageTemplate,,true,,true,,true,,Content Pages
LocalFile,ContentPages,AddContentPageWithOOTBFragment,,true,,true,,true,,Content Pages
LocalFile,ContentPages,AddGridToColumnOfAnotherGrid,,true,,true,,true,,Content Pages
LocalFile,ContentPages,AddGridToCustomModuleOfAnotherGrid,,,,true,,true,,Content Pages
LocalFile,ContentPages,CanAccessContentPanel,,true,,true,,true,,Content Pages
LocalFile,ContentPages,CannotDuplicateSectionWithOnlyAllowedAppearOnceWidget,,,,true,,true,,Content Pages
LocalFile,ContentPages,CannotEditInViewMode,,true,,true,,true,,Content Pages
LocalFile,ContentPages,ChangeLayoutElementProperties,,true,,true,,true,,Content Pages
LocalFile,ContentPages,DiscardContentPageDraft,,true,,true,,true,,Content Pages
LocalFile,ContentPages,DropButtonFragmentToFrgamentWithOneDropZone,,true,,true,,true,,Content Pages
LocalFile,ContentPages,DuplicateRowInSection,,true,,true,,true,,Content Pages
LocalFile,ContentPages,DuplicateRowWithElements,,,,true,,true,,Content Pages
LocalFile,ContentPages,DuplicateSectionWithRow,,true,,true,,true,,Content Pages
LocalFile,ContentPages,EditContentPage,,true,,true,,true,Training,Content Pages
LocalFile,ContentPages,EditWebContentInAPViaContentPanel,,,,true,,true,,Content Pages
LocalFile,ContentPages,EditWebContentInWCDViaContentPanel,,,,true,,true,,Content Pages
LocalFile,ContentPages,HeaderOnlyShownWhenElementSelected,,true,,true,,true,,Content Pages
LocalFile,ContentPages,ReorganizeFragmentsInContentPage,,true,,true,,true,,Content Pages
LocalFile,ContentPages,ResizeModuleOfGrid,,,,true,,true,,Content Pages
LocalFile,ContentPages,ViewConfigurationDuplicatedWhenDuplicateSectionWithHeading,,,,true,,true,,Content Pages
LocalFile,ContentPages,ViewEditedInlineContentDuplicatedWhenDuplicateSectionWithHeading,,,,true,,true,,Content Pages
LocalFile,ContentPages,ViewEditModeHeaderFooterTheme,,true,,true,,true,,Content Pages
LocalFile,ContentPages,ViewHeaderOfFragmentMoveInsideBodyWhenReachTheManagementToolbar,,true,,true,,true,,Content Pages
LocalFile,ContentPages,ViewHeaderOfWidgetMoveInsideBodyWhenReachTheManagementToolbar,,,,true,,true,,Content Pages
LocalFile,ContentPages,ViewMappedContentDuplicatedWhenDuplicateSectionWithHeading,,,,true,,true,,Content Pages
LocalFile,ContentPages,ViewSavedCompositionMenuItem,,true,,true,,true,,Content Pages
LocalFile,ContentPages,ViewSelectedImageName,,true,,true,,true,,Content Pages
LocalFile,MastersPageTemplatesWithWidgets,ConfigurePermissionsOfAP,,true,,true,,true,Page Templates,Page Templates
LocalFile,PagesAdmin,AddCollectionItemsInCollectionPageBasedOnDynamicCollection,,true,,true,,true,,Site Pages Administration
LocalFile,PagesAdmin,AddcollectionViaAddingCollectionPage,,true,,true,,true,,Site Pages Administration
LocalFile,PagesAdmin,AddDraftPageAndViewLabel,,,,true,,true,Site Pages Administration,Site Pages Administration
LocalFile,PagesAdmin,AddPageWithFourthLevelChildPagesToSite,,true,,true,,true,Site Pages Administration,Site Pages Administration
LocalFile,PagesAdmin,AddSingleTypeCollectionItemsInCollectionPageBasedOnManualCollectionWithSingleItemType,,,,true,,true,,Site Pages Administration
LocalFile,PagesAdmin,CheckAndViewCountViaManagementToolbar,,true,,true,,true,Site Pages Administration,Site Pages Administration
LocalFile,PagesAdmin,GoToCollectionItemDisplayPage,,true,,true,,true,,Site Pages Administration
LocalFile,PagesAdmin,GoToCollectionItemEditMode,,,,true,,true,,Site Pages Administration
LocalFile,PagesAdmin,MouseOverNonRootPageAndViewPage,,true,,true,,true,Site Pages Administration,Site Pages Administration
LocalFile,PagesAdmin,MoveChildPageToParentLevel,,,,true,,true,Site Pages Administration,Site Pages Administration
LocalFile,PagesAdmin,MoveMultipleDifferentLevelsPagesToTheSameLevel,,,,true,,true,,Site Pages Administration
LocalFile,PagesAdmin,MoveMultiplePagesInSameLevel,,true,,true,,true,,Site Pages Administration
LocalFile,PagesAdmin,MoveMultipleSameLevelPagesToChildLevel,,,,true,,true,,Site Pages Administration
LocalFile,PagesAdmin,MovePageInSameLevel,,true,,true,,true,Site Pages Administration,Site Pages Administration
LocalFile,PagesAdmin,MoveParentPageToChildLevel,,,,true,,true,Site Pages Administration,Site Pages Administration
LocalFile,PagesAdmin,SearchPages,,true,,true,,true,,Site Pages Administration
LocalFile,PagesAdmin,SelectNonRootPageAndViewPage,,,,true,,true,Site Pages Administration,Site Pages Administration
LocalFile,PagesAdmin,ViewCollectionItemViaPageFinderAndPageAdmin,,true,,true,,true,,Site Pages Administration
LocalFile,PagesAdmin,ViewCollectionItemWithPagination,,,,true,,true,,Site Pages Administration
LocalFile,ContentPageTemplatesWithMapping,MapManualURLToImageFragment,,,,true,,true,,Layout Page Templates
LocalFile,ContentPageTemplatesWithMapping,MapManualURLToLinkFragment,,true,,true,,true,,Layout Page Templates
LocalFile,ContentPageTemplatesWithMapping,MapManualURLToTextFragment,,,,true,,true,,Layout Page Templates
LocalFile,ContentPageTemplatesWithMapping,MapWebContentFieldWithURLToImageFragment,,,,true,,true,,Layout Page Templates
LocalFile,ContentPageTemplatesWithMapping,MapWebContentFieldWithURLToLinkFragment,,,,true,,true,,Layout Page Templates
LocalFile,ContentPageTemplatesWithMapping,MapWebContentFieldWithURLToTextFragment,,,,true,,true,,Layout Page Templates
LocalFile,ContentPageTemplatesWithMapping,MapWebContentImageToBackgroundImageOfBannerCenter,,,,true,,true,,Layout Page Templates
LocalFile,ContentPageTemplatesWithMapping,MapWebContentImageToBackgroundImageOfContainer,,,,true,,true,,Layout Page Templates
LocalFile,PageTemplatesAdmin,AssertPageTemplatesTabsAreVisible,,true,,true,,true,,Page Templates
LocalFile,DisplayPagesWithStagingAndWebContent,DeactivateStagingAfterPublish,,,,true,,true,,Display Pages
LocalFile,DisplayPagesWithStagingAndWebContent,PublishDisplayPage,,true,,true,,true,,Display Pages
LocalFile,DisplayPagesWithStagingAndWebContent,PublishDisplayPageMarkedAsDefault,,true,,true,,true,,Display Pages
LocalFile,DisplayPagesWithStagingAndWebContent,PublishEditedDisplayPage,,true,,true,,true,,Display Pages
LocalFile,WidgetPageTemplatesUseCase,ViewNoAddPageTabViaPageTemplatesCP,,,,true,,true,Page Templates,Page Templates
LocalFile,MasterPageTemplatesWithStaging,ChangeMasterOfContentPageViaPageDesignOptionsPanelInStagingSite,,,,true,,true,Page Templates,Page Templates
LocalFile,MasterPageTemplatesWithStaging,UndoMasterPageChangesInStagingSite,,,,true,,true,Page Templates,Page Templates
LocalFile,DisplayPagesWithWebContent,ConfigureDisplayPageShowHeaderAndFooter,,,,true,,true,,Display Pages
LocalFile,DisplayPagesWithWebContent,ConfigureDisplayPageTheme,,,,true,,true,,Display Pages
LocalFile,DisplayPagesWithWebContent,EditDisplayPageWhenViewingInDisplayPage,,true,,true,,true,,Display Pages
LocalFile,DisplayPagesWithWebContent,EditWebContentWhenViewingInDisplayPage,,true,,true,,true,,Display Pages
LocalFile,DisplayPagesWithWebContent,PreviewDraftWebContent,,true,,true,,true,,Display Pages
LocalFile,DisplayPagesWithWebContent,PreviewPendingWebContent,,true,,true,,true,,Display Pages
LocalFile,DisplayPagesWithWebContent,PreviewPublishedWebContent,,true,,true,,true,,Display Pages
LocalFile,DisplayPagesWithWebContent,ViewDisplayPageAsGuest,,true,,true,,true,,Display Pages
LocalFile,DisplayPagesWithWebContent,ViewDisplayPageMarkedAsDefault,,true,,true,,true,,Display Pages
LocalFile,DisplayPagesWithWebContent,ViewDisplayPageMetadata,,,,true,,true,,Display Pages
LocalFile,DisplayPagesWithWebContent,ViewDisplayPageViaAssetPublisher,,true,,true,,true,,Display Pages
LocalFile,DisplayPagesWithWebContent,ViewDisplayPageViaFriendlyURL,,true,,true,,true,,Display Pages
LocalFile,DisplayPagesWithWebContent,ViewNonDefaultDisplayPage,,true,,true,,true,,Display Pages
LocalFile,DisplayPagesWithWebContent,ViewNoSelectedDisplayPage,,,,true,,true,,Display Pages
LocalFile,ContentPageConverter,ConvertBasicWidgetPageToContentPage,,true,,true,,true,,Site Pages Administration
LocalFile,ContentPageConverter,ConvertMultipleWidgetPagesToContentPagesViaAPI,,true,,true,,true,,Site Pages Administration
LocalFile,ContentPageConverter,ConvertMultipleWidgetPagesWithContentPagesViaAPI,,,,true,,true,,Site Pages Administration
LocalFile,ContentPageConverter,ConvertWidgetPageDecoratorsToContentPage,,true,,true,,true,,Site Pages Administration
LocalFile,ContentPageConverter,ConvertWidgetPagesWithNestedApplicationAndCustomizationSettingToContentPagesViaAPI,,true,,true,,true,,Site Pages Administration
LocalFile,ContentPageConverter,ConvertWidgetPageWithCustomizableColumnContainingWidgets,,true,,true,,true,,Site Pages Administration
LocalFile,ContentPageConverter,ConvertWidgetPageWithNestedApplicationsContainingWidgets,,true,,true,,true,,Site Pages Administration
LocalFile,ContentPageConverter,ConvertWidgetPageWithNonStandardLayout,,true,,true,,true,,Site Pages Administration
LocalFile,ContentPageConverter,ConvertWidgetPageWithNonStandardLayoutAndCustomizableColumns,,,,true,,true,,Site Pages Administration
LocalFile,ContentPageConverter,ConvertWidgetPageWithNonStandardLayoutAndNestedApplicationsContainingWidgets,,,,true,,true,,Site Pages Administration
LocalFile,ContentPageConverter,ConvertWidgetPageWithWebContentsToContentPage,,,,true,,true,,Site Pages Administration
LocalFile,ContentPageConverter,EditConvertedContentPageWithDecorator,,true,,true,,true,,Site Pages Administration
LocalFile,ContentPageConverter,ViewAndEditConversionDraftPage,,true,,true,,true,,Site Pages Administration
LocalFile,ToggleControls,HideAndShowExistingInvisiblePortlet,,true,,true,,true,,Site Pages Administration
LocalFile,ToggleControls,HideAndShowHeaderOfExistingVisiblePortlet,,true,,true,,true,,Site Pages Administration
LocalFile,ToggleControls,HideFutureInvisiblePortletAndHeaderOfFutureVisiblePortlet,,,,true,,true,,Site Pages Administration
LocalFile,ToggleControls,ToggleControlsNotAffectPortletsOnContentPage,,,,true,,true,,Site Pages Administration
LocalFile,ToggleControls,ToggleControlsOnlyAffectCurrentInstance,,,,true,,true,,Site Pages Administration
LocalFile,WidgetPageTemplates,AddGlobalPageTemplate,,,,true,,true,Page Templates,Page Templates
LocalFile,WidgetPageTemplates,AddPageBasedOnGlobalPageTemplate,,true,,true,,true,Training,Page Templates
LocalFile,WidgetPageTemplates,AddPageTemplate,,true,,true,,true,Page Templates,Page Templates
LocalFile,WidgetPageTemplates,CannotDeletePageTemplateIsUsedByAPage,,true,,true,,true,Page Templates,Page Templates
LocalFile,WidgetPageTemplates,DeactivateAndActivateGlobalPageTemplate,,,,true,,true,Page Templates,Page Templates
LocalFile,WidgetPageTemplates,DeleteGlobalPageTemplate,,true,,true,,true,Page Templates,Page Templates
LocalFile,WidgetPageTemplates,DeletePageTemplate,,true,,true,,true,Page Templates,Page Templates
LocalFile,WidgetPageTemplates,EditGlobalPageTemplate,,true,,true,,true,Page Templates,Page Templates
LocalFile,WidgetPageTemplates,EditGlobalPageTemplateDescription,,,,true,,true,Page Templates,Page Templates
LocalFile,WidgetPageTemplates,EditPageTemplate,,true,,true,,true,Page Templates,Page Templates
LocalFile,WidgetPageTemplates,ImportLAR,,true,,true,,true,Training,Page Templates
LocalFile,WidgetPageTemplates,LocalizeGlobalDefaultPageTemplates,,,,true,,true,Page Templates,Page Templates
LocalFile,WidgetPageTemplates,RenameGlobalPageTemplate,,,,true,,true,Page Templates,Page Templates
LocalFile,PageCustomizations,AddPortletAsUserWithCustomizePermission,,,,true,,true,"Personalization and Customization,Site Pages Administration",Site Pages Administration
LocalFile,PageCustomizations,PortletConfigurationChangesWithinCustomizableColumnShouldNotAffectAllUsers,,,,true,,true,"Personalization and Customization,Site Pages Administration",Site Pages Administration
LocalFile,PageCustomizations,SiteMembershouldAddAndRemovePortletFromHisCustomizableView,,,,true,,true,"Personalization and Customization,Site Pages Administration",Site Pages Administration
LocalFile,PageCustomizations,SiteMemberWithCustomizablePagePermissionsWillOnlySeePortletsInCustomizableView,,,,true,,true,"Personalization and Customization,Site Pages Administration",Site Pages Administration
LocalFile,WidgetPages,AddPageFromExistingPage,,true,,true,,true,Training,Site Pages Administration
LocalFile,WidgetPages,AddPagesFullPageApplication,,,,false,,true,Site Pages Administration,Site Pages Administration
LocalFile,WidgetPages,AddPagesFullPageApplicationForRelease,,,,true,,false,Site Pages Administration,Site Pages Administration
LocalFile,WidgetPages,AddPageWithEscapeCharacter,,,,true,,true,Site Pages Administration,Site Pages Administration
LocalFile,WidgetPages,AddPageWithMultipleChildPagesToSite,,,,true,,true,Site Pages Administration,Site Pages Administration
LocalFile,WidgetPages,AddSitePrivateChildPage,,,,true,,true,Site Pages Administration,Site Pages Administration
LocalFile,WidgetPages,AddSitePrivatePagePortlet,,,,true,,true,Site Pages Administration,Site Pages Administration
LocalFile,WidgetPages,AddSitePublicPage,,,,true,,true,Site Pages Administration,Site Pages Administration
LocalFile,WidgetPages,AddSitePublicPagePortlet,,,,true,,true,Site Pages Administration,Site Pages Administration
LocalFile,WidgetPages,ChangePageLayout,,true,,true,,true,"Site Pages Administration,Training",Site Pages Administration
LocalFile,WidgetPages,DeleteSitePages,,true,,true,,true,Site Pages Administration,Site Pages Administration
LocalFile,WidgetPages,EditSitePage,,true,,true,,true,"Site Pages Administration,Training",Site Pages Administration
LocalFile,WidgetPages,SaveEmbeddedPageType,,,,true,,true,Site Pages Administration,Site Pages Administration
LocalFile,WidgetPages,SavePortletPageType,,,,true,,true,Site Pages Administration,Site Pages Administration
LocalFile,WidgetPages,ViewNoInfoMessageWhenChangingSiteTemplateAsUser,,,,true,,true,"Site and Page Templates,Site Pages Administration",Site Pages Administration
LocalFile,WidgetPagesUI,AddPageMultiplePagesToSite,,,,true,,true,Site Pages Administration,Site Pages Administration
LocalFile,WidgetPagesUI,AddSitePrivatePage,,,,true,,true,Site Pages Administration,Site Pages Administration
LocalFile,WidgetPagesUI,AddSitePublicChildPage,,true,,true,,true,Site Pages Administration,Site Pages Administration
LocalFile,WidgetPagesUI,AddThenDeleteWidgetFromPage,,true,,true,,true,"Web Content Display,Training",Site Pages Administration
